#'chr'	'start'	'end'	'IgG'	'METTL3'	'PolII'
chr3R	9777792	9778291	13.064128256513026	24.340787343918606	40.234468937875754
chr3R	11209997	11210496	16.74749498997996	23.99143479266225	93.83366733466934
chr3R	14326697	14327196	11.026052104208416	19.29967627562818	21.677354709418836
chr3R	16349154	16349653	14.218436873747494	30.78701634037305	60.73947895791583
chr3R	17630467	17630966	2.4529058116232463	10.01464467396331	2.130260521042084
chr3R	20059501	20060000	5.056112224448897	7.114450053954062	2.854978354978355
chr3R	20821931	20822430	26.897795591182366	96.42529289347927	320.0380761523046
chr3R	20850266	20850765	3.288577154308617	16.09657777092647	21.717434869739478
chr3R	23358562	23359061	6.498997995991984	23.81977416371204	54.09619238476954
chr3R	25247265	25247764	7.486973947895792	29.92744142130415	37.85370741482966
chr3R	25684802	25685301	5.793587174348698	8.989729458917836	25.27054108216433
chr3R	26059018	26059517	16.77755511022044	16.59373554801911	38.587174348697395
chr3R	27922571	27923070	13.667334669338677	20.74895945737629	31.857715430861724
chr3R	29861332	29861831	7.7434869739478955	46.3844997687683	137.10420841683367
chr3R	30004535	30005034	20.490981963927855	30.93469631570834	63.56112224448898
chr3R	30045912	30046411	7.669338677354709	26.074601125327575	51.831663326653306
chr3R	30208771	30209270	8.60625	32.32322336981655	100.71543086172345
chr3R	30210624	30211123	9.553106212424849	32.58080584245414	109.80360721442885
chr3R	31745828	31746327	6.601659751037344	21.406380067827964	83.74949899799599
chr4	66958	67457	6.541082164328658	25.989729458917836	47.793587174348694
chrX	629234	629733	5.102204408817635	17.76753507014028	59.71342685370742
chrX	5672151	5672650	6.094405594405594	10.355379899983868	22.406813627254508
chrX	6743989	6744488	2.2304609218436875	28.850104054262367	39.59519038076152
chrX	7933492	7933991	5.761523046092185	19.278133189455833	30.71943887775551
chrX	7934648	7935147	3.129817444219067	20.824042315400032	44.38677354709419
chrX	9078250	9078749	7.927855711422846	21.595816633266534	44.75150300601202
chrX	9159803	9160302	4.539078156312625	10.893720132572836	22.338677354709418
chrX	9554373	9554872	6.012024048096192	13.882967858794512	47.00400801603207
chrX	10786709	10787208	2.8439306358381504	7.18311623246493	28.204408817635272
chrX	13337456	13337955	7.200400801603206	17.790648604902113	39.18436873747495
chrX	15139118	15139617	4.923847695390782	15.383362879605365	48.124248496993985
chrX	15849009	15849508	6.246492985971944	12.546631724988439	18.014028056112224
chrX	15986559	15987058	10.306613226452907	20.648123169415754	26.240480961923847
chrX	16286038	16286537	5.034068136272545	8.478389471250193	20.725450901803608
chrX	16297469	16297968	4.735470941883768	17.276292970556497	17.350701402805612
chrX	16320121	16320620	9.973474801061007	20.5374498997996	77.83366733466934
chrX	16637644	16638143	4.967935871743487	22.091066748882383	51.09218436873748
chrX	19597781	19598280	9.226452905811623	33.699928703560964	75.43486973947896
chrX	23210942	23211441	208.49298597194388	422.4030946508401	166.68937875751504
