#'chr'	'start'	'end'	'IgG'	'METTL3'	'PolII'
chr2L	21757466	21757467	15.0	71.0	41.0
chr2L	22981815	22981816	6.0	16.0	10.0
chr2R	4729017	4729018	15.0	37.0	33.0
chr2R	6169087	6169088	18.0	84.0	26.0
chr2R	6214567	6214568	9.0	40.0	211.0
chr2R	7381899	7381900	21.0	91.0	299.0
chr2R	7698902	7698903	7.0	12.0	63.0
chr2R	7782637	7782638	30.0	130.0	365.0
chr2R	9132030	9132031	9.0	6.0	12.0
chr2R	9503764	9503765	6.0	18.0	8.0
chr2R	10269015	10269016	8.0	17.0	13.0
chr2R	10543291	10543292	7.0	52.0	88.0
chr2R	10557887	10557888	10.0	71.0	37.0
chr2R	11116378	11116379	12.0	9.0	9.0
chr2R	11452042	11452043	4.0	21.0	46.0
chr2R	11616045	11616046	14.0	78.0	46.0
chr2R	11712262	11712263	2.0	23.0	63.0
chr2R	12705171	12705172	8.0	33.0	179.0
chr2R	12980994	12980995	11.0	98.0	311.0
chr2R	13824553	13824554	25.0	181.0	123.0
chr2R	13942110	13942111	19.0	19.0	85.0
chr2R	13958089	13958090	13.0	316.0	185.0
chr2R	13980165	13980166	7.0	15.0	13.0
chr2R	13991202	13991203	9.0	21.0	43.0
chr2R	14140902	14140903	4.0	56.0	100.0
chr2R	14526266	14526267	12.0	24.0	20.0
chr2R	14713622	14713623	14.0	53.0	120.0
chr2R	14871071	14871072	6.0	13.0	19.0
chr2R	15817004	15817005	19.0	76.0	145.0
chr2R	16150122	16150123	6.0	91.0	199.0
chr2R	17015894	17015895	20.0	36.0	32.0
chr2R	17216548	17216549	10.0	1.0	7.0
chr2R	17843441	17843442	4.0	5.0	5.0
chr2R	18357296	18357297	14.0	107.0	160.0
chr2R	18611777	18611778	11.0	97.0	329.0
chr2R	19141631	19141632	10.0	54.0	100.0
chr2R	19456169	19456170	4.0	58.0	171.0
chr2R	21142261	21142262	20.0	65.0	142.0
chr2R	21379464	21379465	13.0	63.0	245.0
chr2R	21502096	21502097	3.0	40.0	36.0
chr2R	24402680	24402681	13.0	73.0	102.0
chr2R	24537420	24537421	4.0	9.0	9.0
chr3L	129449	129450	7.0	13.0	48.0
chr3L	224105	224106	7.0	71.0	295.0
chr3L	540614	540615	8.0	68.0	143.0
chr3L	543059	543060	25.0	132.0	539.0
chr3L	628434	628435	111.0	1549.0	1950.0
chr3L	638568	638569	17.0	38.0	30.0
chr3L	2377654	2377655	19.0	37.0	49.0
chr3L	2488803	2488804	2.0	49.0	122.0
chr3L	2554292	2554293	14.0	17.0	24.0
chr3L	2586540	2586541	10.0	80.0	186.0
chr3L	2879158	2879159	1.0	18.0	2.0
chr3L	3071132	3071133	4.0	47.0	168.0
chr3L	3224837	3224838	15.0	35.0	51.0
chr3L	3336859	3336860	8.0	17.0	55.0
chr3L	3424935	3424936	20.0	19.0	7.0
chr3L	3515750	3515751	36.0	86.0	101.0
chr3L	5277944	5277945	15.0	33.0	29.0
chr3L	5355923	5355924	9.0	43.0	27.0
chr3L	5810931	5810932	19.0	51.0	59.0
chr3L	6495679	6495680	12.0	26.0	37.0
chr3L	6955904	6955905	12.0	19.0	23.0
chr3L	7435190	7435191	21.0	136.0	127.0
chr3L	7809825	7809826	16.0	74.0	312.0
chr3L	7867369	7867370	15.0	110.0	66.0
chr3L	7979045	7979046	12.0	73.0	126.0
chr3L	8063873	8063874	19.0	163.0	287.0
chr3L	8442381	8442382	28.0	139.0	73.0
chr3L	8449921	8449922	18.0	188.0	89.0
chr3L	8675758	8675759	13.0	91.0	206.0
chr3L	8827504	8827505	5.0	39.0	73.0
chr3L	9399227	9399228	5.0	28.0	141.0
chr3L	9763543	9763544	8.0	36.0	105.0
chr3L	9855285	9855286	24.0	54.0	200.0
chr3L	10481411	10481412	15.0	13.0	11.0
chr3L	10835527	10835528	8.0	17.0	16.0
chr3L	11093193	11093194	30.0	76.0	71.0
chr3L	11214504	11214505	27.0	44.0	50.0
chr3L	11252306	11252307	16.0	47.0	69.0
chr3L	11562233	11562234	15.0	55.0	40.0
chr3L	12515058	12515059	25.0	63.0	102.0
chr3L	14002126	14002127	51.0	169.0	199.0
chr3L	14053214	14053215	11.0	49.0	127.0
chr3L	14054304	14054305	14.0	4.0	12.0
chr3L	14985099	14985100	21.0	16.0	14.0
chr3L	15535394	15535395	6.0	42.0	104.0
chr3L	15588859	15588860	9.0	58.0	187.0
chr3L	15826423	15826424	5.0	76.0	49.0
chr3L	16164701	16164702	21.0	75.0	152.0
chr3L	16647882	16647883	18.0	60.0	131.0
chr3L	17487117	17487118	18.0	302.0	241.0
chr3L	17557788	17557789	10.0	38.0	18.0
chr3L	17669234	17669235	36.0	119.0	58.0
chr3L	18064696	18064697	15.0	12.0	7.0
chr3L	18801309	18801310	36.0	346.0	153.0
chr3L	18820675	18820676	4.0	61.0	54.0
chr3L	19086426	19086427	9.0	54.0	152.0
chr3L	19909410	19909411	6.0	33.0	59.0
chr3L	20198317	20198318	16.0	27.0	99.0
chr3L	21027434	21027435	6.0	128.0	225.0
chr3L	22407547	22407548	5.0	16.0	42.0
chr3L	22407863	22407864	14.0	27.0	104.0
chr3L	22835194	22835195	18.0	56.0	33.0
chr3R	5350443	5350444	14.0	9.0	1.0
chr3R	5588380	5588381	15.0	27.0	51.0
chr3R	6368288	6368289	12.0	58.0	54.0
chr3R	6406854	6406855	4.0	47.0	94.0
chr3R	8105331	8105332	11.0	55.0	112.0
chr3R	8820682	8820683	17.0	47.0	139.0
chr3R	8931896	8931897	11.0	22.0	77.0
chr3R	9237682	9237683	11.0	94.0	94.0
chr3R	9394546	9394547	16.0	76.0	349.0
chr3R	9874680	9874681	8.0	68.0	99.0
chr3R	10093760	10093761	15.0	128.0	290.0
chr3R	10388257	10388258	7.0	108.0	85.0
chr3R	11650706	11650707	33.0	133.0	120.0
chr3R	12090612	12090613	7.0	5.0	41.0
chr3R	14244677	14244678	2.0	38.0	19.0
chr3R	14286903	14286904	23.0	261.0	163.0
chr3R	14481713	14481714	14.0	54.0	229.0
chr3R	14697292	14697293	14.0	76.0	338.0
chr3R	14724261	14724262	23.0	84.0	189.0
chr3R	15973297	15973298	10.0	94.0	273.0
chr3R	16026078	16026079	25.0	250.0	261.0
chr3R	16272451	16272452	16.0	52.0	88.0
chr3R	16453821	16453822	8.0	50.0	145.0
chr3R	16469663	16469664	12.0	5.0	19.0
chr3R	17718350	17718351	26.0	79.0	72.0
chr3R	18199595	18199596	5.0	57.0	88.0
chr3R	18545586	18545587	17.0	19.0	14.0
chr3R	18914967	18914968	11.0	58.0	95.0
chr3R	19094270	19094271	10.0	23.0	144.0
chr3R	19246130	19246131	7.0	5.0	7.0
chr3R	19836817	19836818	12.0	42.0	92.0
chr3R	20252769	20252770	15.0	41.0	151.0
chr3R	20309343	20309344	9.0	51.0	69.0
chr3R	20756728	20756729	11.0	7.0	10.0
chr3R	21140738	21140739	5.0	28.0	15.0
chr3R	21296126	21296127	10.0	57.0	169.0
chr3R	21377401	21377402	3.0	12.0	46.0
chr3R	21520927	21520928	9.0	41.0	49.0
chr3R	21619321	21619322	29.0	155.0	675.0
chr3R	22587754	22587755	10.0	19.0	56.0
chr3R	22721150	22721151	8.0	50.0	46.0
chr3R	23118399	23118400	15.0	36.0	51.0
chr3R	23346167	23346168	10.0	52.0	75.0
chr3R	24031827	24031828	30.0	107.0	311.0
chr3R	24105763	24105764	11.0	101.0	332.0
chr3R	24108960	24108961	18.0	76.0	96.0
chr3R	24582864	24582865	20.0	144.0	143.0
chr3R	25473058	25473059	7.0	79.0	300.0
chr3R	25516117	25516118	6.0	35.0	203.0
chr3R	26106867	26106868	5.0	91.0	83.0
chr3R	26535217	26535218	16.0	103.0	312.0
chr3R	29039155	29039156	35.0	230.0	104.0
chr3R	29063039	29063040	17.0	53.0	93.0
chr3R	29214561	29214562	8.0	130.0	318.0
chr3R	29255800	29255801	34.0	397.0	458.0
chr3R	29503797	29503798	35.0	106.0	78.0
chr3R	29765994	29765995	30.0	236.0	247.0
chr3R	30058310	30058311	9.0	44.0	38.0
chr3R	30277931	30277932	8.0	16.0	46.0
chr3R	30765925	30765926	21.0	144.0	753.0
chr3R	30806619	30806620	14.0	79.0	84.0
chr3R	31405244	31405245	29.0	153.0	176.0
chr3R	32015520	32015521	17.0	26.0	14.0
chr4	69325	69326	6.0	38.0	65.0
chr4	501809	501810	48.0	163.0	250.0
chr4	912331	912332	7.0	6.0	8.0
chrX	1275284	1275285	6.0	61.0	74.0
chrX	1575131	1575132	7.0	8.0	6.0
chrX	1773718	1773719	2.0	61.0	17.0
chrX	2293411	2293412	8.0	72.0	124.0
chrX	2588502	2588503	12.0	110.0	131.0
chrX	2633951	2633952	14.0	71.0	72.0
chrX	3134869	3134870	8.0	28.0	85.0
chrX	3176439	3176440	7.0	12.0	6.0
chrX	3485649	3485650	8.0	14.0	23.0
chrX	3671800	3671801	8.0	12.0	17.0
chrX	3720006	3720007	8.0	18.0	21.0
chrX	4117019	4117020	5.0	89.0	82.0
chrX	4322625	4322626	7.0	19.0	10.0
chrX	5084768	5084769	5.0	38.0	21.0
chrX	5738031	5738032	12.0	88.0	143.0
chrX	6540770	6540771	2.0	4.0	10.0
chrX	6863887	6863888	15.0	24.0	19.0
chrX	7608427	7608428	12.0	92.0	109.0
chrX	7884659	7884660	11.0	11.0	3.0
chrX	8061436	8061437	21.0	272.0	254.0
chrX	8560321	8560322	14.0	63.0	97.0
chrX	8907067	8907068	7.0	60.0	73.0
chrX	9103739	9103740	18.0	32.0	56.0
chrX	9163254	9163255	8.0	49.0	57.0
chrX	9356227	9356228	7.0	73.0	47.0
chrX	9500129	9500130	5.0	20.0	83.0
chrX	9687066	9687067	20.0	173.0	66.0
chrX	10082492	10082493	3.0	16.0	26.0
chrX	10263485	10263486	5.0	19.0	15.0
chrX	10744943	10744944	8.0	61.0	382.0
chrX	10824277	10824278	4.0	4.0	3.0
chrX	11124726	11124727	28.0	71.0	105.0
chrX	11369664	11369665	9.0	28.0	60.0
chrX	11454386	11454387	6.0	23.0	99.0
chrX	11816897	11816898	1.0	52.0	80.0
chrX	11985087	11985088	14.0	10.0	6.0
chrX	12583193	12583194	11.0	167.0	346.0
chrX	12596046	12596047	6.0	37.0	50.0
chrX	12742618	12742619	36.0	209.0	96.0
chrX	12897327	12897328	5.0	21.0	31.0
chrX	13090434	13090435	4.0	15.0	20.0
chrX	13285632	13285633	7.0	16.0	22.0
chrX	13384877	13384878	18.0	28.0	62.0
chrX	13624744	13624745	5.0	67.0	78.0
chrX	13783713	13783714	14.0	39.0	141.0
chrX	13822307	13822308	11.0	120.0	397.0
chrX	13990527	13990528	4.0	100.0	41.0
chrX	15297765	15297766	5.0	44.0	32.0
chrX	15804369	15804370	nan	nan	nan
chrX	16333611	16333612	16.0	476.0	410.0
chrX	16599240	16599241	3.0	40.0	29.0
chrX	16637414	16637415	nan	84.0	77.0
chrX	16912724	16912725	1.0	3.0	1.0
chrX	16913179	16913180	8.0	21.0	27.0
chrX	16943289	16943290	5.0	11.0	39.0
chrX	17160005	17160006	16.0	26.0	51.0
chrX	17887222	17887223	5.0	91.0	95.0
chrX	18863949	18863950	21.0	232.0	136.0
chrX	19298162	19298163	13.0	143.0	238.0
chrX	19852059	19852060	22.0	68.0	175.0
chrX	19890060	19890061	19.0	83.0	47.0
chrX	20510694	20510695	9.0	51.0	46.0
chrX	21324009	21324010	13.0	162.0	58.0
chrX	22455802	22455803	9.0	25.0	22.0
