#'chr'	'start'	'end'	'IgG'	'METTL3'	'PolII'
chr2L	819963	819964	33.0	59.0	62.0
chr2L	821288	821289	11.0	17.0	17.0
chr2L	825861	825862	28.0	72.0	125.0
chr2L	825968	825969	39.0	119.0	268.0
chr2L	850701	850702	6.0	19.0	93.0
chr2L	851071	851072	12.0	68.0	331.0
chr2L	852730	852731	11.0	42.0	164.0
chr2L	852767	852768	13.0	40.0	256.0
chr2L	855336	855337	8.0	20.0	25.0
chr2L	857402	857403	19.0	22.0	23.0
chr2L	868354	868355	12.0	35.0	56.0
chr2L	869857	869858	4.0	17.0	53.0
chr2L	877301	877302	13.0	14.0	11.0
chr2L	885141	885142	23.0	14.0	8.0
chr2L	898050	898051	17.0	13.0	9.0
chr2L	898499	898500	25.0	21.0	9.0
chr2L	913305	913306	17.0	14.0	4.0
chr2L	914085	914086	6.0	12.0	11.0
chr2L	922792	922793	17.0	7.0	4.0
chr2L	991300	991301	9.0	10.0	7.0
chr2L	1026897	1026898	19.0	5.0	3.0
chr2L	1037245	1037246	9.0	17.0	32.0
chr2L	1077947	1077948	13.0	51.0	82.0
chr2L	1080910	1080911	9.0	13.0	16.0
chr2L	1102504	1102505	7.0	13.0	25.0
chr2L	1108373	1108374	14.0	42.0	36.0
chr2L	1108539	1108540	29.0	30.0	38.0
chr2L	1112940	1112941	15.0	22.0	19.0
chr2L	1128953	1128954	14.0	42.0	33.0
chr2L	1129315	1129316	13.0	42.0	50.0
chr2L	1134098	1134099	7.0	5.0	14.0
chr2L	1134692	1134693	23.0	15.0	18.0
chr2L	1143200	1143201	11.0	19.0	16.0
chr2L	1147821	1147822	13.0	15.0	3.0
chr2L	1150677	1150678	12.0	23.0	30.0
chr2L	1150765	1150766	27.0	36.0	47.0
chr2L	1158262	1158263	19.0	78.0	234.0
chr2L	1158660	1158661	12.0	37.0	134.0
chr2L	1159355	1159356	12.0	25.0	24.0
chr2L	1163886	1163887	16.0	27.0	27.0
chr2L	1164442	1164443	10.0	20.0	10.0
chr2L	1166505	1166506	24.0	45.0	34.0
chr2L	1170180	1170181	10.0	16.0	31.0
chr2L	1170365	1170366	5.0	9.0	7.0
chr2L	1172805	1172806	15.0	98.0	97.0
chr2L	1173008	1173009	9.0	92.0	64.0
chr2L	1177689	1177690	13.0	29.0	48.0
chr2L	1184020	1184021	3.0	3.0	28.0
chr2L	1184064	1184065	2.0	2.0	13.0
chr2L	1185756	1185757	nan	5.0	8.0
chr2L	1199411	1199412	26.0	23.0	7.0
chr2L	1200204	1200205	24.0	12.0	10.0
chr2L	1200670	1200671	10.0	7.0	5.0
chr2L	1215293	1215294	24.0	19.0	18.0
chr2L	1219292	1219293	37.0	43.0	11.0
chr2L	1240035	1240036	16.0	13.0	8.0
chr2L	1256416	1256417	29.0	15.0	8.0
chr2L	1344171	1344172	8.0	6.0	2.0
chr2L	1354109	1354110	11.0	9.0	5.0
chr2L	1355924	1355925	37.0	5.0	7.0
chr2L	1361821	1361822	17.0	10.0	8.0
chr2L	1381210	1381211	10.0	16.0	4.0
chr2L	1442626	1442627	9.0	17.0	6.0
chr2L	1492294	1492295	23.0	26.0	11.0
chr2L	1494069	1494070	12.0	18.0	9.0
chr2L	1497242	1497243	13.0	19.0	6.0
chr2L	1500608	1500609	15.0	10.0	6.0
chr2L	1500829	1500830	12.0	3.0	8.0
chr2L	1502904	1502905	24.0	33.0	13.0
chr2L	1522696	1522697	21.0	15.0	5.0
chr2L	1555128	1555129	21.0	9.0	4.0
chr2L	1587155	1587156	13.0	3.0	8.0
chr2L	1611157	1611158	3.0	23.0	25.0
chr2L	1611409	1611410	12.0	15.0	13.0
chr2L	1614160	1614161	20.0	51.0	26.0
chr2L	1626021	1626022	2.0	20.0	6.0
chr2L	1704901	1704902	11.0	25.0	21.0
chr2L	1708451	1708452	35.0	111.0	131.0
chr2L	1710421	1710422	24.0	33.0	53.0
chr2L	1710461	1710462	19.0	33.0	52.0
chr2L	1715851	1715852	14.0	59.0	30.0
chr2L	1728731	1728732	11.0	42.0	73.0
chr2L	1729636	1729637	17.0	26.0	40.0
chr2L	1729886	1729887	41.0	50.0	42.0
chr2L	1732356	1732357	16.0	39.0	43.0
chr2L	1732523	1732524	12.0	11.0	16.0
chr2L	1752122	1752123	15.0	16.0	3.0
chr2L	1759093	1759094	18.0	6.0	4.0
chr2L	1823331	1823332	20.0	14.0	4.0
chr2L	1826500	1826501	22.0	6.0	2.0
chr2L	1836537	1836538	6.0	17.0	3.0
chr2L	1839896	1839897	14.0	1.0	2.0
chr2L	1869802	1869803	14.0	8.0	6.0
chr2L	1881480	1881481	7.0	8.0	1.0
chr2L	1945709	1945710	19.0	21.0	14.0
chr2L	1946728	1946729	19.0	8.0	7.0
chr2L	1970362	1970363	13.0	3.0	4.0
chr2L	1973956	1973957	4.0	3.0	1.0
chr2L	1980755	1980756	2.0	14.0	22.0
chr2L	1981175	1981176	10.0	23.0	25.0
chr2L	1982216	1982217	9.0	17.0	37.0
chr2L	1987758	1987759	3.0	37.0	114.0
chr2L	1988289	1988290	3.0	10.0	70.0
chr2L	1989449	1989450	10.0	47.0	39.0
chr2L	1992160	1992161	9.0	2.0	nan
chr2L	2000057	2000058	4.0	9.0	9.0
chr2L	2006313	2006314	6.0	5.0	1.0
chr2L	2006866	2006867	5.0	3.0	9.0
chr2L	2007193	2007194	5.0	11.0	7.0
chr2L	2008413	2008414	10.0	15.0	5.0
chr2L	2009858	2009859	10.0	69.0	12.0
chr2L	2036041	2036042	18.0	5.0	11.0
chr2L	2037265	2037266	7.0	11.0	11.0
chr2L	2037713	2037714	9.0	72.0	76.0
chr2L	2045493	2045494	7.0	34.0	24.0
chr2L	2079918	2079919	5.0	5.0	3.0
chr2L	2082030	2082031	25.0	9.0	5.0
chr2L	2083361	2083362	16.0	15.0	12.0
chr2L	2109878	2109879	3.0	9.0	8.0
chr2L	2129237	2129238	24.0	46.0	81.0
chr2L	2130812	2130813	13.0	136.0	291.0
chr2L	2145187	2145188	11.0	13.0	14.0
chr2L	2147275	2147276	3.0	27.0	13.0
chr2L	2147517	2147518	36.0	52.0	69.0
chr2L	2151753	2151754	9.0	7.0	5.0
chr2L	2155752	2155753	11.0	16.0	18.0
chr2L	2181961	2181962	20.0	11.0	13.0
chr2L	2187970	2187971	15.0	14.0	15.0
chr2L	2189405	2189406	12.0	11.0	4.0
chr2L	2190190	2190191	2.0	12.0	15.0
chr2L	2192386	2192387	16.0	16.0	18.0
chr2L	2197912	2197913	7.0	108.0	41.0
chr2L	2206166	2206167	3.0	9.0	1.0
chr2L	2212571	2212572	37.0	8.0	14.0
chr2L	2214211	2214212	9.0	18.0	12.0
chr2L	2214265	2214266	11.0	14.0	12.0
chr2L	2216311	2216312	21.0	18.0	36.0
chr2L	2217289	2217290	50.0	36.0	44.0
chr2L	2220747	2220748	23.0	33.0	39.0
chr2L	2226294	2226295	7.0	17.0	29.0
chr2L	2226341	2226342	6.0	18.0	37.0
chr2L	2227604	2227605	11.0	8.0	24.0
chr2L	2236346	2236347	3.0	13.0	29.0
chr2L	2236844	2236845	4.0	13.0	23.0
chr2L	2242377	2242378	26.0	69.0	297.0
chr2L	2245229	2245230	9.0	11.0	4.0
chr2L	2285162	2285163	13.0	11.0	10.0
chr2L	2286873	2286874	13.0	12.0	10.0
chr2L	2290738	2290739	21.0	9.0	8.0
chr2L	2307947	2307948	13.0	4.0	10.0
chr2L	2311679	2311680	14.0	11.0	3.0
chr2L	2357356	2357357	5.0	5.0	45.0
chr2L	2365273	2365274	19.0	161.0	195.0
chr2L	2365344	2365345	21.0	206.0	201.0
chr2L	2374627	2374628	3.0	36.0	68.0
chr2L	2374712	2374713	7.0	20.0	39.0
chr2L	2375582	2375583	17.0	12.0	11.0
chr2L	2375840	2375841	5.0	53.0	22.0
chr2L	2381096	2381097	15.0	30.0	12.0
chr2L	2383201	2383202	8.0	11.0	5.0
chr2L	2385792	2385793	4.0	5.0	7.0
chr2L	2390689	2390690	9.0	2.0	3.0
chr2L	2391659	2391660	13.0	13.0	6.0
chr2L	2415322	2415323	8.0	5.0	1.0
chr2L	2420013	2420014	4.0	9.0	5.0
chr2L	2420829	2420830	6.0	3.0	7.0
chr2L	2428371	2428372	9.0	7.0	10.0
chr2L	2460044	2460045	11.0	8.0	8.0
chr2L	2472978	2472979	8.0	6.0	2.0
chr2L	2492671	2492672	7.0	19.0	114.0
chr2L	2492954	2492955	1.0	9.0	78.0
chr2L	2517204	2517205	7.0	3.0	5.0
chr2L	2552825	2552826	7.0	6.0	nan
chr2L	2564830	2564831	11.0	8.0	6.0
chr2L	2573037	2573038	6.0	8.0	7.0
chr2L	2576997	2576998	2.0	1.0	4.0
chr2L	2577686	2577687	1.0	7.0	2.0
chr2L	2580172	2580173	37.0	43.0	55.0
chr2L	2580291	2580292	24.0	34.0	41.0
chr2L	2585430	2585431	16.0	25.0	30.0
chr2L	2591868	2591869	6.0	8.0	6.0
chr2L	2601721	2601722	14.0	16.0	3.0
chr2L	2647720	2647721	9.0	9.0	1.0
chr2L	2652414	2652415	4.0	7.0	3.0
chr2L	2669822	2669823	4.0	nan	5.0
chr2L	2677733	2677734	18.0	19.0	26.0
chr2L	2725673	2725674	4.0	7.0	2.0
chr2L	2739985	2739986	31.0	70.0	51.0
chr2L	2744934	2744935	3.0	3.0	7.0
chr2L	2745097	2745098	nan	8.0	4.0
chr2L	2752444	2752445	32.0	140.0	454.0
chr2L	2753068	2753069	42.0	142.0	751.0
chr2L	2758176	2758177	12.0	12.0	7.0
chr2L	2759923	2759924	10.0	31.0	32.0
chr2L	2765665	2765666	10.0	64.0	66.0
chr2L	2766232	2766233	10.0	54.0	96.0
chr2L	2767845	2767846	17.0	35.0	28.0
chr2L	2767889	2767890	12.0	25.0	31.0
chr2L	2770069	2770070	2.0	26.0	41.0
chr2L	2770134	2770135	7.0	13.0	18.0
chr2L	2771776	2771777	7.0	26.0	13.0
chr2L	2799979	2799980	8.0	7.0	5.0
chr2L	2805260	2805261	4.0	70.0	41.0
chr2L	2812436	2812437	11.0	5.0	5.0
chr2L	2825506	2825507	10.0	8.0	1.0
chr2L	2830248	2830249	6.0	19.0	63.0
chr2L	2837833	2837834	13.0	6.0	4.0
chr2L	2840123	2840124	17.0	5.0	2.0
chr2L	2844513	2844514	9.0	17.0	16.0
chr2L	2845734	2845735	31.0	20.0	28.0
chr2L	2847212	2847213	15.0	9.0	10.0
chr2L	2847631	2847632	7.0	8.0	7.0
chr2L	2855778	2855779	2.0	12.0	49.0
chr2L	2857163	2857164	1.0	39.0	83.0
chr2L	2869651	2869652	11.0	24.0	7.0
chr2L	2874489	2874490	10.0	36.0	110.0
chr2L	2874889	2874890	44.0	108.0	121.0
chr2L	2878232	2878233	19.0	77.0	127.0
chr2L	2878343	2878344	20.0	88.0	120.0
chr2L	2879111	2879112	11.0	17.0	34.0
chr2L	2885850	2885851	9.0	56.0	48.0
chr2L	2954761	2954762	3.0	5.0	10.0
chr2L	2969638	2969639	6.0	17.0	15.0
chr2L	2972508	2972509	18.0	39.0	23.0
chr2L	2972890	2972891	14.0	33.0	46.0
chr2L	2976862	2976863	4.0	18.0	35.0
chr2L	2977121	2977122	15.0	27.0	70.0
chr2L	2979288	2979289	14.0	26.0	36.0
chr2L	2987723	2987724	13.0	25.0	39.0
chr2L	2988115	2988116	17.0	34.0	68.0
chr2L	2992759	2992760	9.0	8.0	21.0
chr2L	2992869	2992870	7.0	10.0	22.0
chr2L	2999285	2999286	7.0	30.0	104.0
chr2L	3018308	3018309	33.0	33.0	76.0
chr2L	3018507	3018508	21.0	42.0	29.0
chr2L	3023141	3023142	27.0	23.0	41.0
chr2L	3023225	3023226	28.0	33.0	40.0
chr2L	3029168	3029169	6.0	16.0	29.0
chr2L	3029252	3029253	6.0	31.0	27.0
chr2L	3030538	3030539	7.0	34.0	32.0
chr2L	3030903	3030904	3.0	19.0	33.0
chr2L	3035348	3035349	11.0	6.0	11.0
chr2L	3037229	3037230	10.0	13.0	18.0
chr2L	3037403	3037404	7.0	29.0	37.0
chr2L	3039812	3039813	8.0	14.0	14.0
chr2L	3039975	3039976	13.0	19.0	15.0
chr2L	3042550	3042551	9.0	23.0	26.0
chr2L	3043946	3043947	18.0	5.0	5.0
chr2L	3046764	3046765	10.0	104.0	154.0
chr2L	3056597	3056598	3.0	33.0	102.0
chr2L	3144786	3144787	6.0	12.0	2.0
chr2L	3145848	3145849	3.0	6.0	10.0
chr2L	3159643	3159644	11.0	46.0	28.0
chr2L	3159949	3159950	nan	nan	1.0
chr2L	3163644	3163645	8.0	21.0	54.0
chr2L	3171092	3171093	1.0	13.0	9.0
chr2L	3172799	3172800	6.0	74.0	16.0
chr2L	3173971	3173972	5.0	18.0	3.0
chr2L	3200496	3200497	15.0	10.0	4.0
chr2L	3269436	3269437	3.0	2.0	1.0
chr2L	3280534	3280535	14.0	7.0	8.0
chr2L	3294706	3294707	11.0	3.0	3.0
chr2L	3303130	3303131	11.0	58.0	118.0
chr2L	3304099	3304100	21.0	11.0	3.0
chr2L	3309221	3309222	11.0	13.0	8.0
chr2L	3319872	3319873	4.0	9.0	6.0
chr2L	3324236	3324237	20.0	17.0	9.0
chr2L	3327902	3327903	14.0	14.0	6.0
chr2L	3330927	3330928	9.0	6.0	7.0
chr2L	3332813	3332814	26.0	9.0	14.0
chr2L	3354829	3354830	11.0	32.0	161.0
chr2L	3357645	3357646	17.0	13.0	8.0
chr2L	3373372	3373373	28.0	22.0	36.0
chr2L	3375711	3375712	5.0	15.0	10.0
chr2L	3376737	3376738	26.0	14.0	26.0
chr2L	3377001	3377002	13.0	11.0	3.0
chr2L	3389347	3389348	11.0	5.0	7.0
chr2L	3398022	3398023	1.0	1.0	1.0
chr2L	3410559	3410560	10.0	13.0	4.0
chr2L	3416692	3416693	5.0	19.0	2.0
chr2L	3426719	3426720	3.0	6.0	4.0
chr2L	3445991	3445992	19.0	9.0	4.0
chr2L	3449682	3449683	9.0	14.0	19.0
chr2L	3452465	3452466	9.0	22.0	46.0
chr2L	3457064	3457065	19.0	14.0	31.0
chr2L	3457301	3457302	9.0	27.0	52.0
chr2L	3461952	3461953	8.0	32.0	30.0
chr2L	3466112	3466113	37.0	37.0	62.0
chr2L	3466156	3466157	29.0	39.0	36.0
chr2L	3470004	3470005	40.0	17.0	29.0
chr2L	3472602	3472603	12.0	9.0	5.0
chr2L	3475364	3475365	4.0	20.0	11.0
chr2L	3476342	3476343	4.0	9.0	17.0
chr2L	3478433	3478434	29.0	71.0	259.0
chr2L	3508119	3508120	5.0	8.0	3.0
chr2L	3510102	3510103	10.0	25.0	11.0
chr2L	3514656	3514657	15.0	13.0	16.0
chr2L	3514871	3514872	9.0	13.0	6.0
chr2L	3519651	3519652	8.0	7.0	4.0
chr2L	3519676	3519677	8.0	7.0	4.0
chr2L	3524056	3524057	18.0	8.0	10.0
chr2L	3525130	3525131	7.0	6.0	5.0
chr2L	3530317	3530318	6.0	14.0	9.0
chr2L	3539246	3539247	7.0	14.0	6.0
chr2L	3580769	3580770	10.0	18.0	8.0
chr2L	3606756	3606757	27.0	20.0	23.0
chr2L	3619096	3619097	9.0	21.0	29.0
chr2L	3621704	3621705	22.0	5.0	2.0
chr2L	3662744	3662745	12.0	11.0	9.0
chr2L	3668551	3668552	10.0	7.0	12.0
chr2L	3692587	3692588	11.0	8.0	3.0
chr2L	3693182	3693183	5.0	21.0	7.0
chr2L	3693905	3693906	2.0	5.0	6.0
chr2L	3694418	3694419	4.0	4.0	8.0
chr2L	3695020	3695021	8.0	13.0	17.0
chr2L	3695411	3695412	11.0	27.0	20.0
chr2L	3696658	3696659	15.0	24.0	21.0
chr2L	3697872	3697873	8.0	15.0	17.0
chr2L	3699092	3699093	4.0	12.0	6.0
chr2L	3703658	3703659	13.0	11.0	17.0
chr2L	3705488	3705489	9.0	27.0	22.0
chr2L	3707063	3707064	23.0	52.0	70.0
chr2L	3711748	3711749	nan	9.0	16.0
chr2L	3713105	3713106	11.0	39.0	144.0
chr2L	3713359	3713360	10.0	24.0	46.0
chr2L	3717773	3717774	7.0	15.0	17.0
chr2L	3718184	3718185	4.0	7.0	7.0
chr2L	3730465	3730466	4.0	15.0	95.0
chr2L	3757255	3757256	4.0	4.0	1.0
chr2L	3770454	3770455	2.0	19.0	10.0
chr2L	3771699	3771700	11.0	79.0	124.0
chr2L	3787166	3787167	18.0	11.0	8.0
chr2L	3803544	3803545	10.0	49.0	16.0
chr2L	3813410	3813411	11.0	28.0	19.0
chr2L	3815437	3815438	5.0	1.0	2.0
chr2L	3825674	3825675	25.0	20.0	6.0
chr2L	3862667	3862668	14.0	15.0	8.0
chr2L	3867696	3867697	28.0	29.0	16.0
chr2L	3872458	3872459	34.0	54.0	40.0
chr2L	3991713	3991714	8.0	8.0	10.0
chr2L	4000017	4000018	4.0	2.0	3.0
chr2L	4004983	4004984	13.0	14.0	8.0
chr2L	4031376	4031377	5.0	10.0	7.0
chr2L	4075952	4075953	7.0	4.0	4.0
chr2L	4121701	4121702	14.0	11.0	4.0
chr2L	4187793	4187794	5.0	22.0	22.0
chr2L	4188122	4188123	11.0	8.0	13.0
chr2L	4198071	4198072	8.0	28.0	18.0
chr2L	4221796	4221797	20.0	12.0	17.0
chr2L	4227097	4227098	nan	5.0	12.0
chr2L	4228920	4228921	28.0	4.0	12.0
chr2L	4241069	4241070	6.0	5.0	3.0
chr2L	4256519	4256520	10.0	8.0	5.0
chr2L	4257571	4257572	5.0	10.0	5.0
chr2L	4283147	4283148	20.0	17.0	31.0
chr2L	4324553	4324554	18.0	21.0	13.0
chr2L	4333912	4333913	15.0	89.0	122.0
chr2L	4371303	4371304	2.0	4.0	5.0
chr2L	4382735	4382736	12.0	8.0	8.0
chr2L	4386062	4386063	2.0	11.0	18.0
chr2L	4387356	4387357	12.0	6.0	4.0
chr2L	4388326	4388327	8.0	16.0	13.0
chr2L	4393876	4393877	22.0	34.0	67.0
chr2L	4394195	4394196	30.0	70.0	102.0
chr2L	4403250	4403251	26.0	15.0	29.0
chr2L	4411154	4411155	3.0	5.0	3.0
chr2L	4441282	4441283	17.0	9.0	1.0
chr2L	4442060	4442061	5.0	6.0	4.0
chr2L	4442319	4442320	5.0	12.0	6.0
chr2L	4444680	4444681	10.0	44.0	94.0
chr2L	4444731	4444732	21.0	32.0	54.0
chr2L	4448635	4448636	10.0	43.0	66.0
chr2L	4453038	4453039	24.0	25.0	32.0
chr2L	4454453	4454454	14.0	25.0	36.0
chr2L	4454625	4454626	2.0	21.0	22.0
chr2L	4456807	4456808	9.0	24.0	69.0
chr2L	4459638	4459639	24.0	19.0	52.0
chr2L	4459728	4459729	21.0	32.0	76.0
chr2L	4463447	4463448	5.0	22.0	39.0
chr2L	4463610	4463611	12.0	54.0	56.0
chr2L	4465173	4465174	6.0	12.0	7.0
chr2L	4477022	4477023	25.0	64.0	97.0
chr2L	4578218	4578219	10.0	8.0	8.0
chr2L	4614300	4614301	9.0	6.0	nan
chr2L	4634342	4634343	4.0	5.0	5.0
chr2L	4641295	4641296	4.0	6.0	1.0
chr2L	4642971	4642972	2.0	1.0	4.0
chr2L	4651402	4651403	7.0	8.0	3.0
chr2L	4682676	4682677	8.0	13.0	6.0
chr2L	4687510	4687511	22.0	8.0	4.0
chr2L	4690702	4690703	6.0	21.0	7.0
chr2L	4694720	4694721	8.0	10.0	nan
chr2L	4701485	4701486	24.0	16.0	5.0
chr2L	4794044	4794045	1.0	7.0	8.0
chr2L	4794548	4794549	11.0	43.0	41.0
chr2L	4801923	4801924	14.0	6.0	3.0
chr2L	4811945	4811946	34.0	78.0	28.0
chr2L	4813008	4813009	9.0	14.0	8.0
chr2L	4818245	4818246	4.0	14.0	10.0
chr2L	4821773	4821774	14.0	4.0	1.0
chr2L	4830693	4830694	10.0	14.0	24.0
chr2L	4835300	4835301	7.0	13.0	3.0
chr2L	4837999	4838000	33.0	44.0	50.0
chr2L	4838346	4838347	5.0	14.0	10.0
chr2L	4847295	4847296	8.0	30.0	33.0
chr2L	4847765	4847766	16.0	10.0	7.0
chr2L	4850419	4850420	15.0	8.0	9.0
chr2L	4850640	4850641	14.0	27.0	38.0
chr2L	4852863	4852864	5.0	10.0	1.0
chr2L	4883107	4883108	8.0	7.0	10.0
chr2L	4883297	4883298	4.0	10.0	16.0
chr2L	4889994	4889995	12.0	10.0	6.0
chr2L	4892111	4892112	7.0	38.0	98.0
chr2L	4906762	4906763	8.0	7.0	1.0
chr2L	4932384	4932385	6.0	6.0	5.0
chr2L	4942741	4942742	9.0	18.0	9.0
chr2L	4945361	4945362	13.0	19.0	28.0
chr2L	4945578	4945579	8.0	20.0	40.0
chr2L	4949784	4949785	21.0	22.0	15.0
chr2L	4955508	4955509	15.0	9.0	11.0
chr2L	4958410	4958411	15.0	5.0	6.0
chr2L	4965425	4965426	6.0	3.0	4.0
chr2L	4965672	4965673	7.0	12.0	25.0
chr2L	4967775	4967776	11.0	31.0	70.0
chr2L	4968935	4968936	6.0	17.0	13.0
chr2L	4969003	4969004	5.0	13.0	7.0
chr2L	4971701	4971702	11.0	40.0	91.0
chr2L	4973921	4973922	2.0	16.0	18.0
chr2L	4973975	4973976	3.0	22.0	17.0
chr2L	4977023	4977024	3.0	28.0	50.0
chr2L	4977311	4977312	5.0	17.0	38.0
chr2L	4979379	4979380	1.0	5.0	16.0
chr2L	4981592	4981593	13.0	92.0	141.0
chr2L	4981613	4981614	12.0	88.0	131.0
chr2L	5009720	5009721	22.0	117.0	175.0
chr2L	5010921	5010922	15.0	45.0	91.0
chr2L	5028191	5028192	26.0	56.0	31.0
chr2L	5029608	5029609	11.0	221.0	493.0
chr2L	5044712	5044713	7.0	14.0	12.0
chr2L	5051062	5051063	14.0	8.0	21.0
chr2L	5052842	5052843	18.0	25.0	50.0
chr2L	5053094	5053095	26.0	26.0	36.0
chr2L	5055016	5055017	25.0	52.0	64.0
chr2L	5055057	5055058	23.0	49.0	71.0
chr2L	5058248	5058249	9.0	33.0	21.0
chr2L	5059790	5059791	12.0	25.0	63.0
chr2L	5071109	5071110	7.0	10.0	9.0
chr2L	5093592	5093593	33.0	139.0	226.0
chr2L	5093975	5093976	6.0	19.0	31.0
chr2L	5096226	5096227	nan	14.0	8.0
chr2L	5100288	5100289	18.0	7.0	2.0
chr2L	5202382	5202383	17.0	13.0	16.0
chr2L	5207266	5207267	25.0	8.0	5.0
chr2L	5210459	5210460	17.0	19.0	12.0
chr2L	5215081	5215082	8.0	3.0	7.0
chr2L	5216700	5216701	6.0	3.0	2.0
chr2L	5242698	5242699	7.0	10.0	4.0
chr2L	5258941	5258942	12.0	9.0	3.0
chr2L	5264000	5264001	13.0	19.0	10.0
chr2L	5266391	5266392	10.0	16.0	4.0
chr2L	5268497	5268498	nan	5.0	3.0
